data_supplier_id|period_type|period_end_date|restatement_version|delivery_date|prescriber_id|me_number|npi|dea_number|product_id|ndc9|market_id|geo_type|geo_id|pay_type|plan_id|trx_count|nrx_count|rrx_count|trx_units|nrx_units|trx_dollars|projection_factor|sample_flag|suppression_flag
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000000|43323360056|2543890414|BB6371153|PRD002|100010011|MKT_RA_BIOLOGIC|ZIP5|90000|MCARE_D|PAY001_MCARE_D|||||||2.333651|Y|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000000|43323360056|2543890414|BB6371153|PRD004|100030011|MKT_RA_BIOLOGIC|ZIP5|90987|OTHER|PAY000_MCARE_D|0.2338|0.1103|0.1235|15.5375|6.5473|228.31|3.144273|Y|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000000|43323360056|2543890414|BB6371153|PRD005|100040011|MKT_RA_BIOLOGIC|ZIP5|90000|MCARE_D|PAY002_COMM|||||||3.556276|Y|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000001|73019410393|8217635175|RG7700991|PRD001|100000011|MKT_RA_BIOLOGIC|ZIP5|90007|MCARE_D|PAY001_COMM|2.5872|0.8312|1.756|197.0286|25.5425|2278.58|3.831401|N|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|UNK371301|73019410393|8217635175|RG7700991|PRD002|100010011|MKT_RA_BIOLOGIC|ZIP5|90007|COMM|PAY003_COMM|0.9366|0.3286|0.608|45.9847|15.2126|1688.77|4.164109|Y|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000001|73019410393|8217635175|RG7700991|PRD003|100020011|MKT_RA_BIOLOGIC|ZIP5|90007|CASH||||||||2.454236|Y|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000001|73019410393|8217635175|RG7700991|PRD004|100030011|MKT_RA_BIOLOGIC|ZIP5|90007|CASH||8.3075|3.3486|4.9589|297.431|129.3631|16526.48|3.993397|N|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000001|73019410393|8217635175|RG7700991|PRD005|100040011|MKT_RA_BIOLOGIC|ZIP5|90007|MCAID|PAY002_MCAID|21.3046|6.5864|14.7182|1487.9476|468.3303|17243.65|2.487525|N|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000001|73019410393|8217635175|RG7700991|PRD007|100060011|MKT_RA_BIOLOGIC|ZIP5|90007|CASH||4.9342|2.133|2.8012|231.3279|71.3195|2104.07|2.624363|Y|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000002|75842097101|0304863430|FP1807294|PRD002|100010011|MKT_RA_BIOLOGIC|ZIP5|90014|MCARE_D|PAY000_COMM|0.632|0.2753|0.3567|55.3604|9.9048|1215.27|3.622768|Y|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000002|75842097101|0304863430|FP1807294|PRD003|100020011|MKT_RA_BIOLOGIC|ZIP5|90014|MCARE_D|PAY004_MCAID|||||||1.919978|N|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000002|75842097101|0304863430|FP1807294|PRD004|100030011|MKT_RA_BIOLOGIC|ZIP5|90014|OTHER|PAY004_MCAID|1.3894|0.4629|0.9265|111.1924|17.498|2622.59|2.019772|Y|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|UNK819271|75842097101|0304863430|FP1807294|PRD005|100040011|MKT_RA_BIOLOGIC|ZIP5|90014|CASH||||||||3.34115|N|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000002|75842097101|0304863430|FP1807294|PRD007|100060011|MKT_RA_BIOLOGIC|ZIP5|90014|COMM|PAY004_MCAID|0.0861|0.031|0.0551|7.4351|1.3641|92.47|2.878964|Y|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000003|91106411066|0005578196|MA0177203|PRD002|100010011|MKT_RA_BIOLOGIC|ZIP5|90021|CASH||0.2314|0.0949|0.1365|14.2604|4.9916|431.51|2.795933|N|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000003|91106411066|0005578196|MA0177203|PRD003|100020011|MKT_RA_BIOLOGIC|ZIP5|90021|COMM|PAY002_COMM|||||||3.887768|Y|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000003|91106411066|0005578196|MA0177203|PRD004|100030011|MKT_RA_BIOLOGIC|ZIP5|90021|CASH||0.4179|0.1317|0.2862|24.5352|9.7384|551.55|2.166059|N|N
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000003|91106411066|0005578196|MA0177203|PRD005|100040011|MKT_RA_BIOLOGIC|ZIP5|90021|MCAID|PAY002_MCARE_D|||||||2.379495|N|Y
SYNTH_XP|W|2024-03-15|2|2024-03-18|RXD000003|91106411066|0005578196|MA0177203|PRD007|100060011|MKT_RA_BIOLOGIC|ZIP5|90021|CASH||0.2633|0.0772|0.1861|18.9227|2.6791|248.82|3.944427|Y|N
